MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368177590,2022-12-08T00:02:13,27.81562,-97.45907,0,142.8,260,ADDISON FAITH,,WDL9274,57,12,119,34,3.3,57,A
368177590,2022-12-08T00:03:23,27.81562,-97.45908,0,142.8,260,ADDISON FAITH,,WDL9274,57,12,119,34,3.3,57,A
368177590,2022-12-08T00:04:33,27.81559,-97.45908,0,142.8,260,ADDISON FAITH,,WDL9274,57,12,119,34,3.3,57,A
368177450,2022-12-08T00:01:26,40.92847,-73.90609,0,164.7,180,RUBY COAST,,WDL9259,52,5,43,20,5.5,52,A
368177450,2022-12-08T00:04:28,40.92849,-73.90609,0.1,305.3,180,RUBY COAST,,WDL9259,52,5,43,20,5.5,52,A
368177290,2022-12-08T00:01:00,47.63011,-122.39414,0,352,89,BEAGLE,IMO0000000,WDL9240,37,,11,4,,,B
368177290,2022-12-08T00:04:06,47.63011,-122.39414,0,284.7,88,BEAGLE,IMO0000000,WDL9240,37,,11,4,,,B
368177040,2022-12-08T00:00:54,47.72315,-122.64116,0,24.4,511,TURTLE,IMO0000000,WDL9217,37,,14,4,,,B
368176690,2022-12-08T00:00:08,26.75545,-80.04604,0,360,511,REAL GONE DADDY,IMO0000000,WDL9177,36,,15,5,,,B
368176520,2022-12-08T00:02:28,27.96717,-82.80496,0,95.5,511,VIZCAYA,IMO0000000,WDL9159,37,,22,7,,,B
368176520,2022-12-08T00:05:29,27.96717,-82.80496,0,95.5,511,VIZCAYA,IMO0000000,WDL9159,37,,22,7,,,B
368176430,2022-12-08T00:00:06,39.72171,-75.52817,0.6,213.3,511,MISS JUDY,,WDL9150,31,0,18,7,5.6,31,A
368176430,2022-12-08T00:01:26,39.72167,-75.52808,0.4,213.3,511,MISS JUDY,,WDL9150,31,0,18,7,5.6,31,A
368176430,2022-12-08T00:02:36,39.72166,-75.528,0,213.3,511,MISS JUDY,,WDL9150,31,0,18,7,5.6,31,A
368176430,2022-12-08T00:03:46,39.72155,-75.52793,0,222.2,511,MISS JUDY,,WDL9150,31,0,18,7,5.6,31,A
368176430,2022-12-08T00:05:56,39.72159,-75.52786,0,77,511,MISS JUDY,,WDL9150,31,0,18,7,5.6,31,A
368176430,2022-12-08T00:04:55,39.72158,-75.5279,0,59.8,511,MISS JUDY,,WDL9150,31,0,18,7,5.6,31,A
368176370,2022-12-08T00:02:33,47.24745,-122.43171,0,46,511,CLOUD NINE,IMO0000000,WDL9145,36,,11,3,,,B
368176370,2022-12-08T00:05:33,47.24744,-122.43173,0.1,46,511,CLOUD NINE,IMO0000000,WDL9145,36,,11,3,,,B
368176320,2022-12-08T00:01:56,37.55923,-76.3128,0,57.5,511,BACCHAWH0PPA,IMO0000000,WDL9140,37,,13,4,,,B
368175980,2022-12-08T00:00:01,32.6816,-117.17403,0,360,511,ALWAYS DREAMING,IMO0000000,WDL9107,36,,12,4,,,B
368175980,2022-12-08T00:03:01,32.6816,-117.17403,0,360,511,ALWAYS DREAMING,IMO0000000,WDL9107,36,,12,4,,,B
368175910,2022-12-08T00:00:41,29.94161,-89.99816,0.1,227.1,511,FRENCHMAN,IMO0000000,WDL9099,60,,14,4,,,B
368175910,2022-12-08T00:03:42,29.94161,-89.99815,0.1,122.8,511,FRENCHMAN,IMO0000000,WDL9099,60,,14,4,,,B
368175550,2022-12-08T00:02:56,25.77203,-80.14092,0,301.9,511,KING,IMO0000000,WDL9063,37,,14,7,,,B
368175520,2022-12-08T00:00:11,30.20582,-91.32042,0,249.8,191,PAT CENAC,,WDL9059,57,12,298,18,3.1,57,A
368175520,2022-12-08T00:01:13,30.2058,-91.32044,0,249.8,191,PAT CENAC,,WDL9059,57,12,298,18,3.1,57,A
368175520,2022-12-08T00:02:32,30.20577,-91.32046,0,249.8,192,PAT CENAC,,WDL9059,57,12,298,18,3.1,57,A
368175520,2022-12-08T00:03:33,30.20582,-91.32046,0,249.8,192,PAT CENAC,,WDL9059,57,12,298,18,3.1,57,A
368175520,2022-12-08T00:04:53,30.20582,-91.3204,0,249.8,192,PAT CENAC,,WDL9059,57,12,298,18,3.1,57,A
368175520,2022-12-08T00:06:13,30.20583,-91.3204,0,249.8,192,PAT CENAC,,WDL9059,57,12,298,18,3.1,57,A
368175460,2022-12-08T00:02:28,25.31205,-80.28102,0,360,511,EILEEN'S WAY,IMO0000000,WDL9054,37,,36,10,,,B
368175090,2022-12-08T00:05:35,27.83868,-97.06302,0.1,350.6,511,TODO BIEN,IMO0000000,WDL9016,37,,13,4,,,B
368175050,2022-12-08T00:04:17,26.04967,-80.11494,0,360,511,KNOTWORK,,WDL9012,37,5,23,6,0,37,A
368174490,2022-12-08T00:00:06,30.02513,-90.47489,0.4,147.4,511,ROCK SOLID,,WDL8951,31,13,0,0,0,31,A
368174490,2022-12-08T00:01:16,30.02574,-90.47497,3.1,346.5,511,ROCK SOLID,,WDL8951,31,13,0,0,0,31,A
368174490,2022-12-08T00:02:25,30.02602,-90.47499,0.2,32.7,511,ROCK SOLID,,WDL8951,31,13,0,0,0,31,A
368174490,2022-12-08T00:03:34,30.02718,-90.4749,5.3,358.9,511,ROCK SOLID,,WDL8951,31,13,0,0,0,31,A
368174490,2022-12-08T00:04:44,30.02905,-90.47491,6,3.1,511,ROCK SOLID,,WDL8951,31,13,0,0,0,31,A
368174490,2022-12-08T00:05:54,30.0308,-90.47505,3.4,342.1,511,ROCK SOLID,,WDL8951,31,13,0,0,0,31,A
368174480,2022-12-08T00:00:07,29.99143,-90.4261,0.2,357.5,511,STEEL SKIPPER,,WDL8950,31,15,30,10,0,31,A
368174480,2022-12-08T00:01:17,29.99148,-90.42606,0.3,357.5,511,STEEL SKIPPER,,WDL8950,31,15,30,10,0,31,A
368174480,2022-12-08T00:02:26,29.99149,-90.42608,0.2,357.5,511,STEEL SKIPPER,,WDL8950,31,15,30,10,0,31,A
368174480,2022-12-08T00:03:37,29.99151,-90.42603,0.3,357.5,511,STEEL SKIPPER,,WDL8950,31,15,30,10,0,31,A
368174480,2022-12-08T00:04:47,29.99153,-90.42598,0.4,2.9,511,STEEL SKIPPER,,WDL8950,31,15,30,10,0,31,A
368174480,2022-12-08T00:05:56,29.99156,-90.42592,0,23.1,511,STEEL SKIPPER,,WDL8950,31,15,30,10,0,31,A
368174470,2022-12-08T00:00:05,29.99634,-90.41931,0,26.5,303,ZELAND M.DELOACH JR,IMO0059380,WDL8949,57,0,85,23,2.6,57,A
368174470,2022-12-08T00:01:26,29.99633,-90.41931,0,26.5,303,ZELAND M.DELOACH JR,IMO0059380,WDL8949,57,0,85,23,2.6,57,A
368174470,2022-12-08T00:02:55,29.99633,-90.41931,0,26.5,303,ZELAND M.DELOACH JR,IMO0059380,WDL8949,57,0,85,23,2.6,57,A
368174470,2022-12-08T00:05:14,29.99634,-90.41929,0,26.5,303,ZELAND M.DELOACH JR,IMO0059380,WDL8949,57,0,85,23,2.6,57,A
368174470,2022-12-08T00:04:05,29.99633,-90.41931,0,26.5,303,ZELAND M.DELOACH JR,IMO0059380,WDL8949,57,0,85,23,2.6,57,A
368174470,2022-12-08T00:06:24,29.99635,-90.41929,0,26.5,302,ZELAND M.DELOACH JR,IMO0059380,WDL8949,57,0,85,23,2.6,57,A
368174440,2022-12-08T00:01:01,30.43128,-91.24057,0,277.4,203,MISS MOLLYE D,,WDL8946,57,5,27,12,2.7,57,A
368174440,2022-12-08T00:04:01,30.43129,-91.24058,0,277.4,203,MISS MOLLYE D,,WDL8946,57,5,27,12,2.7,57,A
368174440,2022-12-08T00:07:01,30.43128,-91.24057,0,277.4,204,MISS MOLLYE D,,WDL8946,57,5,27,12,2.7,57,A
368174430,2022-12-08T00:00:04,30.06796,-91.28922,0,184.1,295,HARRY BRINDELL,IMO0000044,WDL8945,57,15,141,34,2.9,57,A
368174430,2022-12-08T00:01:23,30.06796,-91.28921,0,184.1,295,HARRY BRINDELL,IMO0000044,WDL8945,57,15,141,34,2.9,57,A
368174430,2022-12-08T00:02:44,30.06796,-91.28922,0,184.1,295,HARRY BRINDELL,IMO0000044,WDL8945,57,15,141,34,2.9,57,A
368174430,2022-12-08T00:04:04,30.06796,-91.28921,0,184.1,295,HARRY BRINDELL,IMO0000044,WDL8945,57,15,141,34,2.9,57,A
368174430,2022-12-08T00:05:43,30.06796,-91.28921,0,184.1,294,HARRY BRINDELL,IMO0000044,WDL8945,57,15,141,34,2.9,57,A
368174430,2022-12-08T00:06:44,30.06796,-91.28921,0,184.1,294,HARRY BRINDELL,IMO0000044,WDL8945,57,15,141,34,2.9,57,A
368174420,2022-12-08T00:00:04,29.93873,-90.21822,6.5,178.7,511,ELISSA,IMO101041355,WDL8944,57,0,149,33,3.5,57,A
368174420,2022-12-08T00:01:15,29.93653,-90.21805,6.7,174.7,511,ELISSA,IMO101041355,WDL8944,57,0,149,33,3.5,57,A
368174420,2022-12-08T00:02:33,29.93417,-90.21772,6.7,169.9,511,ELISSA,IMO101041355,WDL8944,57,0,149,33,3.5,57,A
368174420,2022-12-08T00:03:45,29.93195,-90.21728,6.8,168,511,ELISSA,IMO101041355,WDL8944,57,0,149,33,3.5,57,A
368174420,2022-12-08T00:04:55,29.92988,-90.21653,6.6,158.7,511,ELISSA,IMO101041355,WDL8944,57,0,149,33,3.5,57,A
368174420,2022-12-08T00:07:13,29.92625,-90.21408,6.6,142.9,511,ELISSA,IMO101041355,WDL8944,57,0,149,33,3.5,57,A
368174090,2022-12-08T00:01:19,27.48084,-80.32644,0.1,87.8,511,ROCK N CHAIR,IMO0000000,WDL8910,36,,10,2,,,B
368174090,2022-12-08T00:04:19,27.48086,-80.32648,0,87.8,511,ROCK N CHAIR,IMO0000000,WDL8910,36,,10,2,,,B
368174080,2022-12-08T00:00:46,37.50121,-122.48042,0,204.9,511,F/V JACQUELINE L.,IMO0000000,WDL8909,30,,18,6,,,B
368174080,2022-12-08T00:03:49,37.50122,-122.4804,0,204.9,511,F/V JACQUELINE L.,IMO0000000,WDL8909,30,,18,6,,,B
368174080,2022-12-08T00:06:45,37.50122,-122.48042,0,204.9,511,F/V JACQUELINE L.,IMO0000000,WDL8909,30,,18,6,,,B
368174060,2022-12-08T00:00:38,35.79519,-84.23762,0,100.8,511,MY TOOTSIE,IMO0000000,WLD8907,37,,17,6,,,B
368174060,2022-12-08T00:03:38,35.79516,-84.23763,0,100.8,511,MY TOOTSIE,IMO0000000,WLD8907,37,,17,6,,,B
368174060,2022-12-08T00:06:38,35.79516,-84.23764,0,100.8,511,MY TOOTSIE,IMO0000000,WLD8907,37,,17,6,,,B
368174020,2022-12-08T00:00:17,29.37783,-89.25186,1.4,163.2,511,BIG MOMMA,IMO0000000,WDL8901,30,,21,6,,,B
368174020,2022-12-08T00:01:45,29.37716,-89.25144,2.1,144.1,511,BIG MOMMA,IMO0000000,WDL8901,30,,21,6,,,B
368174020,2022-12-08T00:03:15,29.37646,-89.25082,2.1,140.8,511,BIG MOMMA,IMO0000000,WDL8901,30,,21,6,,,B
368174020,2022-12-08T00:04:16,29.37599,-89.25042,2.2,144.2,511,BIG MOMMA,IMO0000000,WDL8901,30,,21,6,,,B
368173850,2022-12-08T00:02:05,46.3056,-124.03878,0,235.3,511,TACKLEBUSTER,IMO0000000,WDL8883,30,,11,4,,,B
368173850,2022-12-08T00:05:08,46.30559,-124.03877,0,235.3,511,TACKLEBUSTER,IMO0000000,WDL8883,30,,11,4,,,B
368173810,2022-12-08T00:00:07,38.43443,-82.60348,0,130.9,167,TRI STATE,,WDL8879,57,15,112,18,2.3,0,A
368173810,2022-12-08T00:01:08,38.43443,-82.60349,0,130.9,167,TRI STATE,,WDL8879,57,15,112,18,2.3,0,A
368173810,2022-12-08T00:02:18,38.43441,-82.60351,0,130.9,167,TRI STATE,,WDL8879,57,15,112,18,2.3,0,A
368173810,2022-12-08T00:03:29,38.43444,-82.6035,0,130.9,167,TRI STATE,,WDL8879,57,15,112,18,2.3,0,A
368173810,2022-12-08T00:04:38,38.43443,-82.60351,0,130.9,166,TRI STATE,,WDL8879,57,15,112,18,2.3,0,A
368173810,2022-12-08T00:05:49,38.43478,-82.60354,2.7,346.3,169,TRI STATE,,WDL8879,57,15,112,18,2.3,0,A
368173770,2022-12-08T00:00:20,28.34668,-80.07199,5,91.6,511,SELCHIE,IMO0000000,WDL8876,36,,16,4,,,B
368173770,2022-12-08T00:01:21,28.34666,-80.07063,4.3,93,511,SELCHIE,IMO0000000,WDL8876,36,,16,4,,,B
368173770,2022-12-08T00:02:49,28.34675,-80.06804,6.4,86.7,511,SELCHIE,IMO0000000,WDL8876,36,,16,4,,,B
368173770,2022-12-08T00:03:51,28.34674,-80.06653,3.9,88.1,511,SELCHIE,IMO0000000,WDL8876,36,,16,4,,,B
368173770,2022-12-08T00:05:20,28.34672,-80.06479,3.9,87.9,511,SELCHIE,IMO0000000,WDL8876,36,,16,4,,,B
368173590,2022-12-08T00:00:22,37.86584,-122.31531,0,314.4,511,PEREGRINE,IMO0000000,WDL8858,37,,26,7,,,B
368173590,2022-12-08T00:03:21,37.86584,-122.31531,0,348.2,511,PEREGRINE,IMO0000000,WDL8858,37,,26,7,,,B
368173550,2022-12-08T00:00:09,26.89178,-97.06316,2.7,183.6,511,LEGACY,IMO0000000,WDL8854,30,,34,8,,,B
368173550,2022-12-08T00:01:10,26.89091,-97.06326,2.9,186.3,511,LEGACY,IMO0000000,WDL8854,30,,34,8,,,B
368173550,2022-12-08T00:03:40,26.88875,-97.06357,2.8,187.4,511,LEGACY,IMO0000000,WDL8854,30,,34,8,,,B
368173550,2022-12-08T00:02:39,26.88961,-97.06345,3.3,184.8,511,LEGACY,IMO0000000,WDL8854,30,,34,8,,,B
368173550,2022-12-08T00:06:10,26.88661,-97.06387,2.8,183.7,511,LEGACY,IMO0000000,WDL8854,30,,34,8,,,B
368173510,2022-12-08T00:02:19,32.77625,-79.94997,0.1,119.2,133,ROCK ISLAND III,IMO0000000,WDL8850,37,,16,5,,,B
368173440,2022-12-08T00:00:10,30.17399,-91.39515,0,56.7,511,BLR GENERAL,IMO0000900,WDL8844,31,15,0,0,0,31,A
368173440,2022-12-08T00:01:20,30.17399,-91.39517,0,60.9,511,BLR GENERAL,IMO0000900,WDL8844,31,15,0,0,0,31,A
368173440,2022-12-08T00:02:30,30.17401,-91.39515,0,56.5,511,BLR GENERAL,IMO0000900,WDL8844,31,15,0,0,0,31,A
368173440,2022-12-08T00:03:40,30.174,-91.39513,0,60.7,511,BLR GENERAL,IMO0000900,WDL8844,31,15,0,0,0,31,A
368173440,2022-12-08T00:05:20,30.17397,-91.39517,0,57.2,511,BLR GENERAL,IMO0000900,WDL8844,31,15,0,0,0,31,A
368173440,2022-12-08T00:06:30,30.17399,-91.39512,0,56,511,BLR GENERAL,IMO0000900,WDL8844,31,15,0,0,0,31,A
368173380,2022-12-08T00:00:06,29.56482,-90.38846,0,54.5,511,MISS AUDREY,IMO1232891,WDL8837,52,0,4,11,2,52,A
368173380,2022-12-08T00:01:16,29.56484,-90.38846,0,57.2,511,MISS AUDREY,IMO1232891,WDL8837,52,0,4,11,2,52,A
368173380,2022-12-08T00:02:26,29.56482,-90.38845,0,62.3,511,MISS AUDREY,IMO1232891,WDL8837,52,0,4,11,2,52,A
368173380,2022-12-08T00:03:47,29.56482,-90.38845,0,65.1,511,MISS AUDREY,IMO1232891,WDL8837,52,0,4,11,2,52,A
368173340,2022-12-08T00:00:28,30.27719,-81.71332,0,360,511,CELL MATES,IMO0000000,WDL8832,37,,14,5,,,B
368173340,2022-12-08T00:03:26,30.27721,-81.71332,0,360,511,CELL MATES,IMO0000000,WDL8832,37,,14,5,,,B
368173340,2022-12-08T00:06:28,30.27721,-81.71335,0,360,511,CELL MATES,IMO0000000,WDL8832,37,,14,5,,,B
368173260,2022-12-08T00:03:02,18.31704,-64.96028,0.2,360,511,ARIA,IMO0000000,WDL8824,36,,18,5,,,B
368173190,2022-12-08T00:00:12,29.64839,-94.27175,6.9,63,62,BERDON LAWRENCE,,WDL8818,57,12,211,18,3.1,57,A
368173190,2022-12-08T00:01:22,29.64938,-94.26947,6.9,64.1,63,BERDON LAWRENCE,,WDL8818,57,12,211,18,3.1,57,A
368173190,2022-12-08T00:03:34,29.65127,-94.26519,6.8,59,59,BERDON LAWRENCE,,WDL8818,57,12,211,18,3.1,57,A
368173190,2022-12-08T00:02:28,29.6503,-94.26732,6.8,68,64,BERDON LAWRENCE,,WDL8818,57,12,211,18,3.1,57,A
368173190,2022-12-08T00:04:53,29.65248,-94.2627,7,61.3,62,BERDON LAWRENCE,,WDL8818,57,12,211,18,3.1,57,A
368173190,2022-12-08T00:06:03,29.65352,-94.26041,6.9,62.1,62,BERDON LAWRENCE,,WDL8818,57,12,211,18,3.1,57,A
368173140,2022-12-08T00:00:13,40.63243,-80.4632,0,308.1,141,MARCI GALE,,WDL8811,57,12,341,33,2.8,57,A
368173140,2022-12-08T00:01:43,40.63241,-80.46319,0,308.1,141,MARCI GALE,,WDL8811,57,12,341,33,2.8,57,A
368173140,2022-12-08T00:03:55,40.63241,-80.4632,0,308.1,141,MARCI GALE,,WDL8811,57,12,341,33,2.8,57,A
368173140,2022-12-08T00:02:54,40.63242,-80.46319,0,308.1,141,MARCI GALE,,WDL8811,57,12,341,33,2.8,57,A
368173140,2022-12-08T00:04:56,40.6324,-80.46319,0,308.1,140,MARCI GALE,,WDL8811,57,12,341,33,2.8,57,A
368173140,2022-12-08T00:05:57,40.63242,-80.46318,0,308.1,140,MARCI GALE,,WDL8811,57,12,341,33,2.8,57,A
368173060,2022-12-08T00:04:13,25.97199,-80.12933,0,360,511,WADDLE WE DO,IMO0000000,WDL8804,37,,27,7,,,B
368173000,2022-12-08T00:02:24,37.77369,-122.24096,0,360,135,FISHING CREEK,IMO9681297,WDJ3477,31,5,,,,52,A
368173000,2022-12-08T00:05:25,37.7737,-122.24096,0,360,135,FISHING CREEK,IMO9681297,WDJ3477,31,5,,,,52,A
368172890,2022-12-08T00:01:25,30.14495,-85.74842,0,360,332,BLIND TRAVERSE,IMO0000000,WDL8787,37,,12,3,,,B
368172890,2022-12-08T00:04:22,30.14495,-85.74842,0,360,331,BLIND TRAVERSE,IMO0000000,WDL8787,37,,12,3,,,B
368172840,2022-12-08T00:01:18,37.97234,-122.49834,0,228.6,264,EOS,IMO0000000,WDL8782,37,,15,5,,,B
368172840,2022-12-08T00:04:23,37.97234,-122.49834,0,228.6,261,EOS,IMO0000000,WDL8782,37,,15,5,,,B
368172450,2022-12-08T00:00:19,33.98152,-119.59503,9.1,259.4,511,TAYLOR BROOKS,IMO0000000,,30,,20,7,,,B
368172450,2022-12-08T00:01:20,33.98116,-119.59802,9.1,262.1,511,TAYLOR BROOKS,IMO0000000,,30,,20,7,,,B
368172450,2022-12-08T00:02:21,33.98084,-119.60094,8.6,265.2,511,TAYLOR BROOKS,IMO0000000,,30,,20,7,,,B
368172450,2022-12-08T00:03:49,33.98042,-119.60518,8.5,262.4,511,TAYLOR BROOKS,IMO0000000,,30,,20,7,,,B
368172450,2022-12-08T00:04:50,33.97954,-119.60772,8.2,238.5,511,TAYLOR BROOKS,IMO0000000,,30,,20,7,,,B
368172430,2022-12-08T00:00:01,37.20942,-76.69453,9,78.5,80,STEPHEN J LEAMAN,IMO9925689,WDL8740,52,12,30,10,4.2,52,A
368172430,2022-12-08T00:01:11,37.20998,-76.69094,9,78.3,79,STEPHEN J LEAMAN,IMO9925689,WDL8740,52,12,30,10,4.2,52,A
368172430,2022-12-08T00:02:21,37.21059,-76.68733,9.1,77.8,79,STEPHEN J LEAMAN,IMO9925689,WDL8740,52,12,30,10,4.2,52,A
368172430,2022-12-08T00:04:41,37.21174,-76.67997,9.3,79.3,78,STEPHEN J LEAMAN,IMO9925689,WDL8740,52,12,30,10,4.2,52,A
368172430,2022-12-08T00:03:32,37.21122,-76.68365,9.3,78.8,80,STEPHEN J LEAMAN,IMO9925689,WDL8740,52,12,30,10,4.2,52,A
368172430,2022-12-08T00:05:51,37.21238,-76.67627,9.3,77.6,80,STEPHEN J LEAMAN,IMO9925689,WDL8740,52,12,30,10,4.2,52,A
368172430,2022-12-08T00:07:01,37.21281,-76.67254,9.3,86,87,STEPHEN J LEAMAN,IMO9925689,WDL8740,52,12,30,10,4.2,52,A
368172370,2022-12-08T00:00:17,38.95624,-90.53137,4.7,309.7,310,H. E. BOWLES,,WDL8735,57,12,349,54,2.8,57,A
368172370,2022-12-08T00:01:19,38.95704,-90.53272,4.8,307.3,311,H. E. BOWLES,,WDL8735,57,12,349,54,2.8,57,A
368172370,2022-12-08T00:02:20,38.95788,-90.53405,4.8,310.4,312,H. E. BOWLES,,WDL8735,57,12,349,54,2.8,57,A
368172370,2022-12-08T00:03:29,38.95892,-90.5356,4.9,311.9,314,H. E. BOWLES,,WDL8735,57,12,349,54,2.8,57,A
368172370,2022-12-08T00:04:38,38.96005,-90.53703,4.9,316.3,313,H. E. BOWLES,,WDL8735,57,12,349,54,2.8,57,A
368172250,2022-12-08T00:00:18,47.67878,-122.40953,0,199.6,511,KEALA,IMO0000000,WDL8719,36,,14,3,4.8,245,B
368172250,2022-12-08T00:03:17,47.67878,-122.40953,0,199.6,511,KEALA,IMO0000000,WDL8719,36,,14,3,4.8,245,B
368172250,2022-12-08T00:06:16,47.67876,-122.40951,0,199.6,511,KEALA,IMO0000000,WDL8719,36,,14,3,4.8,245,B
368172150,2022-12-08T00:00:07,48.51293,-122.60705,0,342.9,511,PATHFINDER____,IMO157014000,WDL8710,37,0,18,6,2,37,A
368172150,2022-12-08T00:01:18,48.51294,-122.60702,0,342.9,511,PATHFINDER____,IMO157014000,WDL8710,37,0,18,6,2,37,A
368172150,2022-12-08T00:02:27,48.51292,-122.60702,0,342.9,511,PATHFINDER____,IMO157014000,WDL8710,37,0,18,6,2,37,A
368172150,2022-12-08T00:03:28,48.51295,-122.60705,0,342.9,511,PATHFINDER____,IMO157014000,WDL8710,37,0,18,6,2,37,A
368172150,2022-12-08T00:04:29,48.51295,-122.607,0,342.9,511,PATHFINDER____,IMO157014000,WDL8710,37,0,18,6,2,37,A
368172150,2022-12-08T00:05:37,48.51292,-122.60698,0,342.9,511,PATHFINDER____,IMO157014000,WDL8710,37,0,18,6,2,37,A
368172150,2022-12-08T00:06:47,48.51293,-122.60702,0,342.9,511,PATHFINDER____,IMO157014000,WDL8710,37,0,18,6,2,37,A
368171990,2022-12-08T00:00:02,37.99447,-122.41772,13.9,206.5,202,LEISA FLORENCE,,WDL8692,52,0,30,13,6.1,52,A
368171990,2022-12-08T00:01:08,37.99068,-122.42012,13.8,207.1,202,LEISA FLORENCE,,WDL8692,52,0,30,13,6.1,52,A
368171990,2022-12-08T00:02:10,37.98722,-122.42263,13.8,211.3,206,LEISA FLORENCE,,WDL8692,52,0,30,13,6.1,52,A
368171990,2022-12-08T00:03:14,37.98369,-122.42535,14,209.3,208,LEISA FLORENCE,,WDL8692,52,0,30,13,6.1,52,A
368171990,2022-12-08T00:05:20,37.97626,-122.42973,14.1,198.7,192,LEISA FLORENCE,,WDL8692,52,0,30,13,6.1,52,A
368171990,2022-12-08T00:04:16,37.98013,-122.42777,14.2,203.5,198,LEISA FLORENCE,,WDL8692,52,0,30,13,6.1,52,A
368171990,2022-12-08T00:06:23,37.97239,-122.43111,13.6,188,183,LEISA FLORENCE,,WDL8692,52,0,30,13,6.1,52,A
368171970,2022-12-08T00:00:23,26.98242,-82.6778,6.3,349.6,511,RAINSTORM,IMO0000000,WDL8690,30,,27,8,,,B
368171970,2022-12-08T00:01:27,26.98429,-82.67819,6.4,348.8,511,RAINSTORM,IMO0000000,WDL8690,30,,27,8,,,B
368171970,2022-12-08T00:02:53,26.98682,-82.67871,6.5,353.1,511,RAINSTORM,IMO0000000,WDL8690,30,,27,8,,,B
368171970,2022-12-08T00:04:27,26.98957,-82.67921,6.3,347.8,511,RAINSTORM,IMO0000000,WDL8690,30,,27,8,,,B
368171970,2022-12-08T00:05:53,26.99211,-82.67964,6.4,351.4,511,RAINSTORM,IMO0000000,WDL8690,30,,27,8,,,B
368171920,2022-12-08T00:01:48,30.27683,-87.56019,0.2,360,511,BLACKTOP ENDS,IMO0000000,WDL8684,37,,20,9,,,B
368171810,2022-12-08T00:01:36,47.18567,-122.58417,0,206.4,511,MERRY YACHT,IMO0000000,WDL8671,37,,16,5,,,B
368171810,2022-12-08T00:04:33,47.18565,-122.58411,0,206.4,511,MERRY YACHT,IMO0000000,WDL8671,37,,16,5,,,B
368171690,2022-12-08T00:05:18,29.88572,-81.32218,0,360,251,ADVENTURESS,IMO0000000,WDL8661,36,,16,4,,,B
368171570,2022-12-08T00:01:38,32.72447,-117.22493,0,360,511,LIBERTE,IMO0000000,WDL8647,37,,18,4,,,B
368171570,2022-12-08T00:04:40,32.72448,-117.22491,0,360,511,LIBERTE,IMO0000000,WDL8647,37,,18,4,,,B
368171390,2022-12-08T00:00:01,33.73712,-118.27508,6.7,352.7,349,BROOKS M HAMILTON,,WDL8631,52,12,26,10,2.6,52,A
368171390,2022-12-08T00:01:02,33.73901,-118.27528,6.7,357,356,BROOKS M HAMILTON,,WDL8631,52,12,26,10,2.6,52,A
368171390,2022-12-08T00:02:05,33.74095,-118.27515,6.6,9.8,10,BROOKS M HAMILTON,,WDL8631,52,12,26,10,2.6,52,A
368171390,2022-12-08T00:03:06,33.74272,-118.27453,6.6,21.3,21,BROOKS M HAMILTON,,WDL8631,52,12,26,10,2.6,52,A
368171390,2022-12-08T00:05:22,33.74654,-118.27229,6.8,26.5,25,BROOKS M HAMILTON,,WDL8631,52,12,26,10,2.6,52,A
368171390,2022-12-08T00:04:12,33.74456,-118.2735,6.6,26.1,25,BROOKS M HAMILTON,,WDL8631,52,12,26,10,2.6,52,A
368171390,2022-12-08T00:06:25,33.74821,-118.27118,6.6,36,37,BROOKS M HAMILTON,,WDL8631,52,12,26,10,2.6,52,A
368171310,2022-12-08T00:02:24,27.81211,-97.41312,0,177.1,101,JACK SPERRY,,WDL8621,90,5,28,11,0,90,A
368171310,2022-12-08T00:05:28,27.81212,-97.41308,0,177.1,101,JACK SPERRY,,WDL8621,90,5,28,11,0,90,A
368171260,2022-12-08T00:00:04,33.74817,-118.27608,0,179.3,123,MADELINE B HAMILTON,,WDL8617,52,12,18,8,2.5,52,A
368171260,2022-12-08T00:01:13,33.74811,-118.27612,0,179.3,121,MADELINE B HAMILTON,,WDL8617,52,12,18,8,2.5,52,A
368171260,2022-12-08T00:02:14,33.74813,-118.27611,0,179.3,122,MADELINE B HAMILTON,,WDL8617,52,12,18,8,2.5,52,A
368171260,2022-12-08T00:03:25,33.74815,-118.2761,0,179.3,122,MADELINE B HAMILTON,,WDL8617,52,12,18,8,2.5,52,A
368171260,2022-12-08T00:05:44,33.74817,-118.27612,0.1,179.3,125,MADELINE B HAMILTON,,WDL8617,52,12,18,8,2.5,52,A
368171260,2022-12-08T00:04:34,33.74811,-118.27608,0.1,179.3,124,MADELINE B HAMILTON,,WDL8617,52,12,18,8,2.5,52,A
368171260,2022-12-08T00:06:45,33.74814,-118.27611,0.1,179.3,120,MADELINE B HAMILTON,,WDL8617,52,12,18,8,2.5,52,A
368171230,2022-12-08T00:02:59,26.77825,-80.04081,0,360,511,FREEDOM,IMO0000000,WDM7156,37,,28,7,,,B
368170920,2022-12-08T00:03:47,26.26369,-80.08878,0,75.7,511,NEVERLAND,IMO0000000,WDL8583,37,,34,8,,,B
368170920,2022-12-08T00:06:48,26.26369,-80.08879,0,75.7,511,NEVERLAND,IMO0000000,WDL8583,37,,34,8,,,B
